table_name,primary_key,field_name,field_type,nullable,required,default_value,is_foreign_key,foreign_table,foreign_column,source
remorques,id,marque,string | null,true,false,,false,,,types
remorques,id,notes,string | null,true,false,,false,,,types
remorques,id,numero_carte_grise,string | null,true,false,,false,,,types
remorques,id,preferences,string | null,true,false,,false,,,types
remorques,id,prestataire_entretien,string | null,true,false,,false,,,types
remorques,id,statut,string,false,true,,false,,,types
remorques,id,type_remorque,string,false,true,,false,,,types
remorques,id,type_propriete,string | null,true,false,,false,,,types
remorques,id,updated_at,string,false,true,,false,,,types
remorques,id,vin,string | null,true,false,,false,,,types
tachygraphe_entrees,id,conducteur_id,string,false,true,,true,conducteurs,id,types
tachygraphe_entrees,id,created_at,string,false,true,,false,,,types
tachygraphe_entrees,id,date_debut,string,false,true,,false,,,types
tachygraphe_entrees,id,date_fin,string | null,true,false,,false,,,types
tachygraphe_entrees,id,duree_minutes,number | null,true,false,,false,,,types
tachygraphe_entrees,id,id,string,false,true,,false,,,types
tachygraphe_entrees,id,notes,string | null,true,false,,false,,,types
tachygraphe_entrees,id,ot_id,string | null,true,false,,true,ordres_transport,id,types
tachygraphe_entrees,id,source,string | null,true,false,,false,,,types
tachygraphe_entrees,id,type_activite,string,false,true,,false,,,types
tachygraphe_entrees,id,vehicule_id,string | null,true,false,,true,vehicules,id,types
vehicule_releves_km,id,created_at,string,false,true,,false,,,types
vehicule_releves_km,id,created_by,string | null,true,false,,false,,,types
vehicule_releves_km,id,id,string,false,true,,false,,,types
vehicule_releves_km,id,km_compteur,number,false,true,,false,,,types
vehicule_releves_km,id,notes,string | null,true,false,,false,,,types
vehicule_releves_km,id,reading_date,string,false,true,,false,,,types
vehicule_releves_km,id,source,string | null,true,false,,false,,,types
vehicule_releves_km,id,updated_at,string,false,true,,false,,,types
vehicule_releves_km,id,vehicule_id,string,false,true,,true,vehicules,id,types
vehicules,id,annee,number | null,true,false,,false,,,types
vehicules,id,assurance_expiration,string | null,true,false,,false,,,types
vehicules,id,contrat_entretien,boolean,false,true,,false,,,types
vehicules,id,created_at,string,false,true,,false,,,types
vehicules,id,ct_expiration,string | null,true,false,,false,,,types
vehicules,id,cout_achat_ht,number | null,true,false,,false,,,types
vehicules,id,date_achat,string | null,true,false,,false,,,types
vehicules,id,date_mise_en_circulation,string | null,true,false,,false,,,types
vehicules,id,garage_entretien,string | null,true,false,,false,,,types
vehicules,id,garantie_expiration,string | null,true,false,,false,,,types
vehicules,id,id,string,false,true,,false,,,types
vehicules,id,immatriculation,string,false,true,,false,,,types
vehicules,id,km_actuel,number | null,true,false,,false,,,types
vehicules,id,marque,string | null,true,false,,false,,,types
vehicules,id,modele,string | null,true,false,,false,,,types
vehicules,id,notes,string | null,true,false,,false,,,types
vehicules,id,numero_carte_grise,string | null,true,false,,false,,,types
vehicules,id,preferences,string | null,true,false,,false,,,types
vehicules,id,prestataire_entretien,string | null,true,false,,false,,,types
vehicules,id,ptac_kg,number | null,true,false,,false,,,types
vehicules,id,statut,string,false,true,,false,,,types
vehicules,id,tachy_etalonnage_prochain,string | null,true,false,,false,,,types
vehicules,id,tachy_serie,string | null,true,false,,false,,,types
vehicules,id,type_vehicule,string,false,true,,false,,,types
vehicules,id,type_propriete,string | null,true,false,,false,,,types
vehicules,id,updated_at,string,false,true,,false,,,types
vehicules,id,vignette_expiration,string | null,true,false,,false,,,types
vehicules,id,vin,string | null,true,false,,false,,,types
